Product keyword,TrexIDV2,Seller Facing Fee Category,Risk Factor
faucet handles,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
faucet mount water filters,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
faucet o rings,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
faucet spouts and kits,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
faucet spray hoses,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
faucet stems,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
faucet supply lines,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
faucet trim kits,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
faucet valves,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
kitchen sink faucets,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
kitchen sinks,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
outdoor faucets,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
pedestal sinks,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
pot filler kitchen sink faucets,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
replacement faucet mount water filters,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
single bowl sinks,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
touchless bathroom sink faucets,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
touchless kitchen sink faucets,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
touch on bathroom sink faucets,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
touch on kitchen sink faucets,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
utility sinks,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
vanity sinks,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
vessel sinks,fixtures_sinks_faucets,Tools & Home Improvement,Low Risk
bathroom sink and tub drain strainers,fixtures_sinks_parts_accessories,Tools & Home Improvement,Low Risk
bathroom sink drains,fixtures_sinks_parts_accessories,Tools & Home Improvement,Low Risk
in sink soap dispensers,fixtures_sinks_parts_accessories,Tools & Home Improvement,Low Risk
kitchen sink installation parts and kits,fixtures_sinks_parts_accessories,Tools & Home Improvement,Low Risk
sink strainers,fixtures_sinks_parts_accessories,Tools & Home Improvement,Low Risk
bathroom sink faucet replacement parts,fixtures_sinks_parts_accessories,Tools & Home Improvement,Low Risk
kitchen sink faucet replacement parts,fixtures_sinks_parts_accessories,Tools & Home Improvement,Low Risk
bidets,fixtures_toilets_bidets_incl_accessories,Tools & Home Improvement,Low Risk
toilets,fixtures_toilets_bidets_incl_accessories,Tools & Home Improvement,Low Risk
urinals,fixtures_toilets_bidets_incl_accessories,Tools & Home Improvement,Low Risk
bidet attachments,fixtures_toilets_bidets_incl_accessories,Tools & Home Improvement,Low Risk
bidet seats,fixtures_toilets_bidets_incl_accessories,Tools & Home Improvement,Low Risk
one piece toilets,fixtures_toilets_bidets_incl_accessories,Tools & Home Improvement,Low Risk
rv toilet fittings,fixtures_toilets_bidets_incl_accessories,Tools & Home Improvement,Low Risk
rv toilets,fixtures_toilets_bidets_incl_accessories,Tools & Home Improvement,Low Risk
toilet bowls,fixtures_toilets_bidets_incl_accessories,Tools & Home Improvement,Low Risk
toilet flappers,fixtures_toilets_bidets_incl_accessories,Tools & Home Improvement,Low Risk
toilet replacement parts,fixtures_toilets_bidets_incl_accessories,Tools & Home Improvement,Low Risk
toilet seats,fixtures_toilets_bidets_incl_accessories,Tools & Home Improvement,Low Risk
toilet tank levers,fixtures_toilets_bidets_incl_accessories,Tools & Home Improvement,Low Risk
toilet water tanks,fixtures_toilets_bidets_incl_accessories,Tools & Home Improvement,Low Risk
two piece toilets,fixtures_toilets_bidets_incl_accessories,Tools & Home Improvement,Low Risk
urinal accessories,fixtures_toilets_bidets_incl_accessories,Tools & Home Improvement,Low Risk
rv toilet parts,fixtures_toilets_bidets_incl_accessories,Tools & Home Improvement,Low Risk
vanities,fixtures_vanities,Tools & Home Improvement,Low Risk
bathroom vanities,fixtures_vanities,Tools & Home Improvement,Low Risk
bathroom vanity suites,fixtures_vanities,Tools & Home Improvement,Low Risk
childrens vanities,fixtures_vanities,Tools & Home Improvement,Low Risk
billiard cue racks,fixtures_wall_ceiling_racks_mounts_shelves,Tools & Home Improvement,Low Risk
ceiling mounted general purpose storage racks,fixtures_wall_ceiling_racks_mounts_shelves,Tools & Home Improvement,Low Risk
fire extinguisher mounts and brackets,fixtures_wall_ceiling_racks_mounts_shelves,Tools & Home Improvement,Low Risk
floating shelves,fixtures_wall_ceiling_racks_mounts_shelves,Tools & Home Improvement,Low Risk
indoor kayak storage racks,fixtures_wall_ceiling_racks_mounts_shelves,Tools & Home Improvement,Low Risk
indoor standup paddleboard storage,fixtures_wall_ceiling_racks_mounts_shelves,Tools & Home Improvement,Low Risk
indoor surfboard storage,fixtures_wall_ceiling_racks_mounts_shelves,Tools & Home Improvement,Low Risk
mail sorters,fixtures_wall_ceiling_racks_mounts_shelves,Tools & Home Improvement,Low Risk
mounted bathroom shelves,fixtures_wall_ceiling_racks_mounts_shelves,Tools & Home Improvement,Low Risk
ski storage racks,fixtures_wall_ceiling_racks_mounts_shelves,Tools & Home Improvement,Low Risk
wall mounted wine racks,fixtures_wall_ceiling_racks_mounts_shelves,Tools & Home Improvement,Low Risk
doorknobs,hardware_doors_gates,Tools & Home Improvement,Low Risk
bi fold door hardware,hardware_doors_gates,Tools & Home Improvement,Low Risk
door closers,hardware_doors_gates,Tools & Home Improvement,Low Risk
door dead bolts,hardware_doors_gates,Tools & Home Improvement,Low Risk
door handles,hardware_doors_gates,Tools & Home Improvement,Low Risk
door hardware,hardware_doors_gates,Tools & Home Improvement,Low Risk
door hinges,hardware_doors_gates,Tools & Home Improvement,Low Risk
door kick plates,hardware_doors_gates,Tools & Home Improvement,Low Risk
door knockers,hardware_doors_gates,Tools & Home Improvement,Low Risk
door levers,hardware_doors_gates,Tools & Home Improvement,Low Risk
door lock installation kits,hardware_doors_gates,Tools & Home Improvement,Low Risk
door lock replacement parts,hardware_doors_gates,Tools & Home Improvement,Low Risk
door stops,hardware_doors_gates,Tools & Home Improvement,Low Risk
door thresholds,hardware_doors_gates,Tools & Home Improvement,Low Risk
door viewers,hardware_doors_gates,Tools & Home Improvement,Low Risk
gate handles,hardware_doors_gates,Tools & Home Improvement,Low Risk
gate hardware,hardware_doors_gates,Tools & Home Improvement,Low Risk
gate hinges,hardware_doors_gates,Tools & Home Improvement,Low Risk
gate latches,hardware_doors_gates,Tools & Home Improvement,Low Risk
gate locks,hardware_doors_gates,Tools & Home Improvement,Low Risk
gate openers,hardware_doors_gates,Tools & Home Improvement,Low Risk
pocket door hardware,hardware_doors_gates,Tools & Home Improvement,Low Risk
screen door hardware,hardware_doors_gates,Tools & Home Improvement,Low Risk
sliding door hardware,hardware_doors_gates,Tools & Home Improvement,Low Risk
under door draft stoppers,hardware_doors_gates,Tools & Home Improvement,Low Risk
capacitors,hardware_electrical_components,Tools & Home Improvement,Low Risk
fuses,hardware_electrical_components,Tools & Home Improvement,Low Risk
potentiometers,hardware_electrical_components,Tools & Home Improvement,Low Risk
terminals,hardware_electrical_components,Tools & Home Improvement,Low Risk
power distribution units,hardware_electrical_components,Tools & Home Improvement,Low Risk
arc fault circuit breakers,hardware_electrical_components,Tools & Home Improvement,Low Risk
battery holders,hardware_electrical_components,Tools & Home Improvement,Low Risk
butt terminals,hardware_electrical_components,Tools & Home Improvement,Low Risk
cartridge fuses,hardware_electrical_components,Tools & Home Improvement,Low Risk
circuit breaker panels,hardware_electrical_components,Tools & Home Improvement,Low Risk
circuit breaker panel safety switches,hardware_electrical_components,Tools & Home Improvement,Low Risk
circuit breakers,hardware_electrical_components,Tools & Home Improvement,Low Risk
conduit fittings,hardware_electrical_components,Tools & Home Improvement,Low Risk
connected home modules,hardware_electrical_components,Tools & Home Improvement,Low Risk
cord reels,hardware_electrical_components,Tools & Home Improvement,Low Risk
disconnect terminals,hardware_electrical_components,Tools & Home Improvement,Low Risk
doorbell chimes,hardware_electrical_components,Tools & Home Improvement,Low Risk
doorbell kits,hardware_electrical_components,Tools & Home Improvement,Low Risk
doorbell push buttons,hardware_electrical_components,Tools & Home Improvement,Low Risk
doorbell transformers,hardware_electrical_components,Tools & Home Improvement,Low Risk
door chimes,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical ballasts,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical boxes,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical brackets,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical cables,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical clamp connectors,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical conduit,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical distribution blocks,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical distribution panels,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical distribution products,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical distribution wall plates,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical distribution wire management,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical equipment,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical fish tape,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical meter sockets,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical multi outlets,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical outlet boxes,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical outlet covers,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical outlets,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical outlet switches,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical switches,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical timers,hardware_electrical_components,Tools & Home Improvement,Low Risk
electrical wires,hardware_electrical_components,Tools & Home Improvement,Low Risk
electric fan motors,hardware_electrical_components,Tools & Home Improvement,Low Risk
electric motor controls,hardware_electrical_components,Tools & Home Improvement,Low Risk
electric motors,hardware_electrical_components,Tools & Home Improvement,Low Risk
electric plugs,hardware_electrical_components,Tools & Home Improvement,Low Risk
electronic component,hardware_electrical_components,Tools & Home Improvement,Low Risk
electronic component cylindrical connectors,hardware_electrical_components,Tools & Home Improvement,Low Risk
electronic component foot switches,hardware_electrical_components,Tools & Home Improvement,Low Risk
electronic component interconnects,hardware_electrical_components,Tools & Home Improvement,Low Risk
electronic component limit switches,hardware_electrical_components,Tools & Home Improvement,Low Risk
electronic component motor drives,hardware_electrical_components,Tools & Home Improvement,Low Risk
electronic component pushbutton switches,hardware_electrical_components,Tools & Home Improvement,Low Risk
electronic components,hardware_electrical_components,Tools & Home Improvement,Low Risk
electronic component solenoids,hardware_electrical_components,Tools & Home Improvement,Low Risk
electronic controllers,hardware_electrical_components,Tools & Home Improvement,Low Risk
electronic motor starters,hardware_electrical_components,Tools & Home Improvement,Low Risk
electronic power transformers,hardware_electrical_components,Tools & Home Improvement,Low Risk
electronic relays,hardware_electrical_components,Tools & Home Improvement,Low Risk
electronic signal components,hardware_electrical_components,Tools & Home Improvement,Low Risk
ground fault circuit interrupter outlets,hardware_electrical_components,Tools & Home Improvement,Low Risk
ground fault circuit interrupters,hardware_electrical_components,Tools & Home Improvement,Low Risk
heat shrink tubing,hardware_electrical_components,Tools & Home Improvement,Low Risk
idc electrical terminals,hardware_electrical_components,Tools & Home Improvement,Low Risk
indoor lighting low voltage transformers,hardware_electrical_components,Tools & Home Improvement,Low Risk
industrial basic switches,hardware_electrical_components,Tools & Home Improvement,Low Risk
industrial power meters,hardware_electrical_components,Tools & Home Improvement,Low Risk
io modules,hardware_electrical_components,Tools & Home Improvement,Low Risk
isolation transformers,hardware_electrical_components,Tools & Home Improvement,Low Risk
light sockets,hardware_electrical_components,Tools & Home Improvement,Low Risk
magnetic circuit breakers,hardware_electrical_components,Tools & Home Improvement,Low Risk
miniature circuit breakers,hardware_electrical_components,Tools & Home Improvement,Low Risk
motion activated wall switches,hardware_electrical_components,Tools & Home Improvement,Low Risk
motor accessories,hardware_electrical_components,Tools & Home Improvement,Low Risk
